,Mã trạm,Chỉ số AQI,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Latitude,Longitude
1142,12958,79.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,27.0,70.0,14.00,22.00,"1,000.00",73.00,79.00,1.00,33.0,1.8,2021-06-21 09:00:00,+07:00,21.1232473,106.2883295
1143,12957,94.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,22.0,46.0,6.00,-,"1,000.00",65.00,94.00,2.00,35.0,1.5,2021-06-21 10:00:00,+07:00,21.0272212,106.0342099
1144,13015,91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.0,74.0,37.00,-,"1,011.00",65.00,91.00,-,27.0,2.8,2021-04-27 15:00:00,+07:00,21.03982,105.84726
1145,13018,36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.0,78.0,6.00,-,"1,010.00",23.00,36.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,20.98832,105.854897
1146,13019,60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.0,78.0,28.00,-,"1,010.00",45.00,60.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.01994,105.77056
1147,13026,1.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.0,74.0,27.00,1.00,"1,015.00",1.00,1.00,1.00,28.0,4.6,2021-04-12 05:00:00,+07:00,21.01525,105.80013
1148,13017,41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.0,78.0,18.00,-,"1,010.00",37.00,41.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.02022,105.81232
1149,13020,32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.0,78.0,7.00,-,"1,010.00",27.00,32.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.00577,105.74842
1150,13013,74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.0,78.0,19.00,-,"1,010.00",63.00,74.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.05121,105.78232
1151,13014,18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.5,83.0,-,-,"1,012.00",12.00,18.00,-,25.5,1.2,2021-05-05 14:00:00,+07:00,21.0072,105.83572
1152,13252,135.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,25.3,91.0,1.00,1.00,974.00,122.00,135.00,2.00,26.9,1.0,2021-06-21 10:00:00,+07:00,22.6782,106.245
1153,8767,42.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,27.0,94.0,-,-,"1,008.50",-,42.00,-,28.0,2.8,2021-06-22 07:00:00,+07:00,10.782978,106.700711
1154,8688,48.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,26.0,76.5,-,-,"1,003.50",-,48.00,-,30.5,2.3,2021-06-22 07:00:00,+07:00,21.0811211,105.8180306
1155,8641,132.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,26.0,76.5,6.40,10.60,"1,003.50",-,132.00,3.60,30.5,2.3,2021-06-22 08:00:00,+07:00,21.0215063,105.8188748
1156,13012,24.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,21.6,96.4,9.00,12.00,922.50,22.00,24.00,14.00,22.2,2.0,2021-06-22 08:00:00,+07:00,13.998599,107.996482
1157,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
1158,12976,65.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,26.0,76.5,7.00,8.00,"1,003.50",55.00,65.00,9.00,30.5,2.3,2021-06-22 08:00:00,+07:00,21.1137452,105.9268934
1159,11778,56.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,40.00,29.0,91.7,20.00,-,990.40,56.00,44.00,32.00,30.5,1.0,2021-06-22 06:00:00,+07:00,21.0357507,106.7641068
1160,12958,119.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,26.0,76.5,8.00,22.00,"1,003.50",72.00,119.00,1.00,30.5,2.3,2021-06-22 08:00:00,+07:00,21.1232473,106.2883295
1161,12957,92.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,9.00,26.0,76.5,9.00,-,"1,003.50",59.00,92.00,2.00,30.5,2.3,2021-06-22 08:00:00,+07:00,21.0272212,106.0342099
1162,13015,91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.0,74.0,37.00,-,"1,011.00",65.00,91.00,-,27.0,2.8,2021-04-27 15:00:00,+07:00,21.03982,105.84726
1163,13018,36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.0,78.0,6.00,-,"1,010.00",23.00,36.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,20.98832,105.854897
1164,13019,60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.0,78.0,28.00,-,"1,010.00",45.00,60.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.01994,105.77056
1165,13026,1.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.0,74.0,27.00,1.00,"1,015.00",1.00,1.00,1.00,28.0,4.6,2021-04-12 05:00:00,+07:00,21.01525,105.80013
1166,13017,41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.0,78.0,18.00,-,"1,010.00",37.00,41.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.02022,105.81232
1167,13020,32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.0,78.0,7.00,-,"1,010.00",27.00,32.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.00577,105.74842
1168,13013,74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.0,78.0,19.00,-,"1,010.00",63.00,74.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.05121,105.78232
1169,13014,18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.5,83.0,-,-,"1,012.00",12.00,18.00,-,25.5,1.2,2021-05-05 14:00:00,+07:00,21.0072,105.83572
1170,13252,66.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,24.0,94.8,1.00,1.00,978.60,66.00,48.00,2.00,24.9,1.0,2021-06-22 08:00:00,+07:00,22.6782,106.245
1171,8767,46.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.0,83.0,-,-,"1,011.00",-,46.00,-,29.0,4.1,2021-06-23 08:00:00,+07:00,10.782978,106.700711
1172,8688,70.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,25.0,88.0,-,-,"1,005.50",-,70.00,-,27.0,1.8,2021-06-23 08:00:00,+07:00,21.0811211,105.8180306
1173,8641,68.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,25.0,88.0,6.40,9.80,"1,005.50",-,68.00,3.60,27.0,1.8,2021-06-23 08:00:00,+07:00,21.0215063,105.8188748
1174,13012,15.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3.00,20.9,93.5,7.00,13.00,924.20,15.00,12.00,14.00,22.0,1.0,2021-06-23 08:00:00,+07:00,13.998599,107.996482
1175,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
1176,12976,49.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,3.00,25.0,88.0,7.00,7.00,"1,005.50",49.00,38.00,9.00,27.0,1.8,2021-06-23 08:00:00,+07:00,21.1137452,105.9268934
1177,11778,25.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,11.00,23.6,96.5,13.00,-,992.00,25.00,18.00,32.00,24.2,2.0,2021-06-23 07:00:00,+07:00,21.0357507,106.7641068
1178,12958,55.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,3.00,25.0,88.0,14.00,21.00,"1,005.50",55.00,42.00,1.00,27.0,1.8,2021-06-23 08:00:00,+07:00,21.1232473,106.2883295
1179,12957,22.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,25.0,88.0,4.00,-,"1,005.50",18.00,22.00,3.00,27.0,1.8,2021-06-23 08:00:00,+07:00,21.0272212,106.0342099
1180,13015,91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.0,74.0,37.00,-,"1,011.00",65.00,91.00,-,27.0,2.8,2021-04-27 15:00:00,+07:00,21.03982,105.84726
1181,13018,36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.0,78.0,6.00,-,"1,010.00",23.00,36.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,20.98832,105.854897
1182,13019,60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.0,78.0,28.00,-,"1,010.00",45.00,60.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.01994,105.77056
1183,13026,1.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.0,74.0,27.00,1.00,"1,015.00",1.00,1.00,1.00,28.0,4.6,2021-04-12 05:00:00,+07:00,21.01525,105.80013
1184,13017,41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.0,78.0,18.00,-,"1,010.00",37.00,41.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.02022,105.81232
1185,13020,32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.0,78.0,7.00,-,"1,010.00",27.00,32.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.00577,105.74842
1186,13013,74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.0,78.0,19.00,-,"1,010.00",63.00,74.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.05121,105.78232
1187,13014,18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.5,83.0,-,-,"1,012.00",12.00,18.00,-,25.5,1.2,2021-05-05 14:00:00,+07:00,21.0072,105.83572
1188,13252,53.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,25.1,96.5,1.00,1.00,978.40,53.00,45.00,2.00,25.7,2.0,2021-06-23 08:00:00,+07:00,22.6782,106.245
1189,8767,55.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.0,79.0,-,-,"1,010.00",-,55.00,-,30.0,1.0,2021-06-24 09:00:00,+07:00,10.782978,106.700711
1190,8688,78.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.0,79.0,-,-,"1,003.00",-,78.00,-,32.0,1.5,2021-06-24 09:00:00,+07:00,21.0811211,105.8180306
1191,8641,82.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,28.0,79.0,6.40,9.80,"1,003.00",-,82.00,3.60,32.0,1.5,2021-06-24 09:00:00,+07:00,21.0215063,105.8188748
1192,13012,16.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3.00,20.7,95.2,6.00,14.00,923.50,16.00,15.00,14.00,21.5,3.0,2021-06-24 09:00:00,+07:00,13.998599,107.996482
1193,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
1194,12976,44.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,2.00,28.0,79.0,8.00,9.00,"1,003.00",44.00,41.00,9.00,32.0,1.5,2021-06-24 09:00:00,+07:00,21.1137452,105.9268934
1195,11778,52.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,21.00,28.5,94.9,21.00,-,990.30,52.00,42.00,32.00,29.4,3.0,2021-06-24 08:00:00,+07:00,21.0357507,106.7641068
1196,12958,74.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,2.00,28.0,79.0,22.00,16.00,"1,003.00",74.00,63.00,1.00,32.0,1.5,2021-06-24 09:00:00,+07:00,21.1232473,106.2883295
1197,12957,53.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,28.0,81.5,6.00,-,"1,003.00",47.00,53.00,3.00,31.5,2.3,2021-06-24 09:00:00,+07:00,21.0272212,106.0342099
1198,13015,91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.0,74.0,37.00,-,"1,011.00",65.00,91.00,-,27.0,2.8,2021-04-27 15:00:00,+07:00,21.03982,105.84726
1199,13018,36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.0,78.0,6.00,-,"1,010.00",23.00,36.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,20.98832,105.854897
1200,13019,60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.0,78.0,28.00,-,"1,010.00",45.00,60.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.01994,105.77056
1201,13026,1.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.0,74.0,27.00,1.00,"1,015.00",1.00,1.00,1.00,28.0,4.6,2021-04-12 05:00:00,+07:00,21.01525,105.80013
1202,13017,41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.0,78.0,18.00,-,"1,010.00",37.00,41.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.02022,105.81232
1203,13020,32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.0,78.0,7.00,-,"1,010.00",27.00,32.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.00577,105.74842
1204,13013,74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.0,78.0,19.00,-,"1,010.00",63.00,74.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.05121,105.78232
1205,13014,18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.5,83.0,-,-,"1,012.00",12.00,18.00,-,25.5,1.2,2021-05-05 14:00:00,+07:00,21.0072,105.83572
1206,13252,25.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,23.6,98.2,1.00,1.00,977.60,21.00,25.00,2.00,23.9,4.0,2021-06-24 09:00:00,+07:00,22.6782,106.245
1207,8767,50.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.0,66.0,-,-,"1,008.00",-,50.00,-,32.0,3.6,2021-06-26 16:00:00,+07:00,10.782978,106.700711
1208,8688,63.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,23.5,52.5,-,-,"1,001.50",-,63.00,-,34.5,2.8,2021-06-26 16:00:00,+07:00,21.0811211,105.8180306
1209,8641,42.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.5,52.5,5.10,9.80,"1,001.50",-,42.00,4.10,34.5,2.8,2021-06-26 16:00:00,+07:00,21.0215063,105.8188748
1210,13012,20.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,20.1,60.4,6.00,15.00,923.80,18.00,20.00,13.00,28.5,4.0,2021-06-26 16:00:00,+07:00,13.998599,107.996482
1211,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
1212,12976,31.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,4.00,23.5,52.5,15.00,9.00,"1,001.50",31.00,25.00,9.00,34.5,2.8,2021-06-26 16:00:00,+07:00,21.1137452,105.9268934
1213,11778,25.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,54.00,27.9,76.4,5.00,-,991.40,25.00,19.00,2.00,32.6,1.0,2021-06-26 14:00:00,+07:00,21.0357507,106.7641068
1214,12958,28.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.00,23.5,52.5,3.00,36.00,"1,001.50",28.00,26.00,1.00,34.5,2.8,2021-06-26 16:00:00,+07:00,21.1232473,106.2883295
1215,12957,28.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,23.5,52.5,3.00,-,"1,001.50",25.00,28.00,3.00,34.5,2.8,2021-06-26 16:00:00,+07:00,21.0272212,106.0342099
1216,13015,91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.0,74.0,37.00,-,"1,011.00",65.00,91.00,-,27.0,2.8,2021-04-27 15:00:00,+07:00,21.03982,105.84726
1217,13018,36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.0,78.0,6.00,-,"1,010.00",23.00,36.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,20.98832,105.854897
1218,13019,60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.0,78.0,28.00,-,"1,010.00",45.00,60.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.01994,105.77056
1219,13026,1.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.0,74.0,27.00,1.00,"1,015.00",1.00,1.00,1.00,28.0,4.6,2021-04-12 05:00:00,+07:00,21.01525,105.80013
1220,1584,22.0,"Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,1.00,26.0,66.0,11.00,27.00,"1,006.00",19.00,22.00,27.00,33.0,3.0,2021-06-26 16:00:00,+07:00,16.074,108.217
1221,13017,41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.0,78.0,18.00,-,"1,010.00",37.00,41.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.02022,105.81232
1222,13020,32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.0,78.0,7.00,-,"1,010.00",27.00,32.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.00577,105.74842
1223,13013,74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.0,78.0,19.00,-,"1,010.00",63.00,74.00,-,26.0,3.0,2021-04-27 16:00:00,+07:00,21.05121,105.78232
1224,13014,18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.5,83.0,-,-,"1,012.00",12.00,18.00,-,25.5,1.2,2021-05-05 14:00:00,+07:00,21.0072,105.83572
1225,13252,124.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,25.4,65.9,1.00,2.00,976.20,124.00,63.00,2.00,32.6,4.0,2021-06-26 16:00:00,+07:00,22.6782,106.245
1226,8767,55.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,23.0,49.0,-,-,"1,008.00",-,55.00,-,35.0,4.3,2021-06-28 13:00:00,+07:00,10.782978,106.700711
1227,8688,37.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22.0,42.0,-,-,999.00,-,37.00,-,37.0,2.5,2021-06-28 13:00:00,+07:00,21.0811211,105.8180306
1228,8641,38.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,22.0,42.0,5.10,5.30,999.00,-,38.00,4.10,37.0,2.5,2021-06-28 13:00:00,+07:00,21.0215063,105.8188748
1229,13012,22.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,21.7,83.9,3.00,20.00,924.20,22.00,22.00,13.00,24.6,4.0,2021-06-28 13:00:00,+07:00,13.998599,107.996482
1230,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
1231,12976,22.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,1.00,22.0,42.0,6.00,9.00,999.00,22.00,16.00,9.00,37.0,2.5,2021-06-28 13:00:00,+07:00,21.1137452,105.9268934
